col,city
BOQUES DEL PARQ,TUXTLA GUTIERREZ
DEL VALLE,BENITO JUAREZ
SAN ANGEL,ALVARO OBREGON
LOMA BONITA VILLA ALTA,TEPETITLA DE LARDIZABAL
CENTRO SUR,QUERETARO
GRANJAS DE SAN ANTONIO,IZTAPALAPA
SAN ISIDRO,TORREON
CENTRO DE LA CIUDAD,CUAUHTEMOC
HIPODROMO,TIJUANA
EL PARQUE,NAUCALPAN DE JUAREZ
CENTRO,DOLORES HIDALGO
LOS ZAPOTALES,TLAPA DE COMONFORT
LA PIEDAD DE CAVADAS CENTRO,LA PIEDAD
BALCONES DE CEHUAYO,ALVARO OBREGON
CAMPESTRE ARAGON,GUSTAVO A MADERO
AVIACION,TLAPA DE COMONFORT
EL POTRERO,ATIZAPAN DE ZARAGOZA
DEL VALLE,BENITO JUAREZ
ARCO VIAL,GARCIA
SANTA ANITA,SAN FRANCISCO DEL RINCON
DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA
ATOYAC,ATOYAC
SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS
ATLANTIDA,COYOACAN
VALLE DORADO,MATAMOROS
LAS PLAYITAS 1,GUAYMAS
RESIDENCIAS,SAN LUIS RIO COLORADO
COLTONGO,AZCAPOTZALCO
CIUDAD GUZMAN CENTRO,ZAPOTLAN EL GRANDE
RAFAEL HERNANDEZ OCHOA,COATZACOALCOS
PARQUE INDUSTRIAL ALMACENTRO,APODACA
PALO BLANCO,SAN PEDRO GARZA GARCIA
PARQUE IND NAU,NAUCALPAN
PORTALES,BENITO JUAREZ
ZNA INDUSTRIAL,SAN LUIS POTOSI
GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ
JUAN ESCUTIA,IZTAPALAPA
BUENAVISTA,TULTITLAN
RESIDENCIAL CUMBRES,CHIHUAHUA
VILLA GUSTAVO A MADERO,GUSTAVO A MADERO
CAMPO 51T,NAMIQUIPA
CENTENARIO,HERMOSILLO
NARVARTE PONIENTE,BENITO JUAREZ
GUADALUPE HIDALGO,TEHUACAN
ALGARIN,CUAUHTEMOC
TEXCOCO DE MORA CENTRO,TEXCOCO
CENTRO,APIZACO
TOTOTLAN CENTRO,TOTOTLAN
EL HERRERO,SAN JUAN DE LOS LAGOS
CENTRO,LA PAZ
SANTA CRUZ BUENAVISTA SUR,PUEBLA
NORA QUINTANA,MERIDA
CHAHUITES CENTRO,CHAHUITES
SAN PEDRO DE LOS PIN,BENITO JUAREZ
JARDINES LA VICTORIA,GUADALUPE
STA ISABEL TOLA,GUSTAVO A MADERO
MULCHECHEN,KANASIN
COLINAS DEL SOL,JUAREZ
CHILPANCINGO DE LOS,CHILPANCINGO DE LOS BRAVO
AGUA FRIA,APODACA
INDUSTRIAL LAS ARMAS,TLALNEPANTLA
PASEOS DE CHURUBUSCO,IZTAPALAPA
COL CLAVERIA,AZCAPOTZALCO
RIA ANACLETO CANABAL 3A SECCIO,CENTRO
CENTRO,MAZATLAN
OBRERA,SALAMANCA
SAN JUAN DE DIOS,LOS REYES
LA GUAYANA,SAN FRANCISCO DE LOS ROMO
MARTIN ALCALA,MERIDA
CIUDAD INDUSTRIAL,LEON
CIUDAD GUADALUPE VIC,GUADALUPE VICTORIA
PUEBLA 2000,PUEBLA
SAN BERNARDINO TLAXC,SAN ANDRES CHOLULA
XOCOYAHUALCO,TLALNEPANTLA
LA AMERICA,ECATEPEC DE MORELOS
ARROYO DEL MAIZ,POZA RICA DE HIDALGO
BO SANTIAGO 1ERA SECC,ZUMPANGO
CADEREYTA JIMENEZ CE,CADEREYTA JIMENEZ
QUINTA VELARDE,GUADALAJARA
SAN PEDRO BARRIENTOS,TLALNEPANTLA DE BAZ
ESTANCIAS DE SANTA A,MONCLOVA
SAN ANDRES JALTENCO,JALTENCO
SEGUNDA SECCION,MEXICALI
HUANUMO I,MOROLEON
MERIDA CENTRO,MERIDA
SIN COLONIA,SALAMANCA
LAS TORRES,GUADALAJARA
CIUDAD GRANJA,ZAPOPAN
CERANO,YURIRIA
PARQUE INDUSTRIAL SA,APODACA
SAN FELIPE,CHIHUAHUA
ISIDRO FABELA,ATLACOMULCO
OBRERA,CUAUHTEMOC
JARDINES DE STA MONICA,TLALNEPANTLA DE BAZ
SOMBRERETE,SOMBRERETE
SAN MARTINITO,SAN ANDRES CHOLULA
FRACC. LAS ARBOLEDAS,AGUASCALIENTES
MERCADO DE ABASTOS,GUADALAJARA
INDUSTRIAL,GUSTAVO A MADERO
ALIANZA POPULAR REVO,COYOACAN
EJIDOS DE PADIERNA,TLALPAN
PASEOS DE CHURUBUSCO,IZTAPALAPA
URIAS,MAZATLAN
BENITO JUAREZ,POZA RICA DE HIDALGO
EL VIGIA,ZAPOPAN
EL GRULLO CENTRO,EL GRULLO
MODERNA,GUADALAJARA
COLIMA CENTRO,COLIMA
SANTIAGUITO,SAN FRANCISCO DEL RINCON
VALLE DE SAN JAVIER,PACHUCA DE SOTO
VILLA NICOLAS ROMERO,NICOLAS ROMERO
TLAJOMULCO DE ZUNIGA,TLAJOMULCO DE ZU�IGA
CHAPALITA OTE,ZAPOPAN
CHAPULTEPEC,PUEBLA
SECTOR FATIMA,AHOME
LETRAN VALLE,BENITO JUAREZ
DEL MAESTRO,MONTERREY
CIUDAD DOLORES HIDALGO,DOLORES HIDALGO
DEL FRESNO,GUADALAJARA
CENTRO,MAZATLAN
CENTRO,CULIACAN
CONJUNTO DE TODOS LOS SANTOS,TORREON
HEROES DE LA REVOLUC,JUAREZ
DEL VALLE CENTRO,BENITO JUAREZ
NARVARTE,BENITO JUAREZ
VICTORIA DE DURANGO,DURANGO
AUTOCINEMA,GUADALAJARA
PUEBLA CENTRO,PUEBLA
CENTRO,TORREON
COL ZONA IND,GUADALAJARA
ARTESANOS,TLAQUEPAQUE
ALFREDO V BONFIL,BENITO JUAREZ
SAN ALVARO,AZCAPOTZALCO
CENTRO DE LA CD DE MEX AREA 2,CUAUHTEMOC
SAN PEDRO EL CHICO,GUSTAVO A MADERO
SAN JUAN IXHUATEPEC,TLALNEPANTLA
MOLINO DEL REY,MIGUEL HIDALGO
PARQUE INDUSTRIAL NA,NAUCALPAN DE JUAREZ
LOMAS DE TECAMACHALC,NAUCALPAN DE JUAREZ
CENTRO,OAXACA DE JUAREZ
CHAPULTEPEC,SAN NICOLAS DE LOS GARZA
PQIND PUEBLA,PUEBLA
LA PIEDAD,EL MARQUES
DEL NI�O JESUS,TLALPAN
EL TEZAL,LOS CABOS
LOMAS DEL VALLE NORTE,URUAPAN
SANTA MARIA AZTAHUACAN,IZTAPALAPA
ENCARNACION DE DIAZ,ENCARNACION DE DIAZ
PARQUE INDUSTRIAL PROMOFISA,GUADALUPE
FLORIDA,ALVARO OBREGON
LOMAS DE PALMIRA,LA PAZ
VALLE ESCONDIDO,TLALPAN
SAUTA,SANTIAGO IXCUINTLA
CLAVERIA,AZCAPOTZALCO
SAN FELIPE DE JESUS,GUSTAVO A MADERO
MERCADO DE ABASTOS E,SAN NICOLAS DE LOS GARZA
PUEBLO STA MARTHA AC,IZTAPALAPA
BOSQUES DE ARAGON,NEZAHUALCOYOTL
LA GLORIA,TIJUANA
SAN PEDRO DE LOS PINOS,BENITO JUAREZ
FRACC.IND.PTE.VIGAS,TLALNEPANTLA
BENITO JUAREZ LA AUR,NEZAHUALCOYOTL
CIUDAD GRANJA,ZAPOPAN
INDUSTRIAL,JUAREZ
SAN CRISTOBAL CENTRO,ECATEPEC
ROMA SUR,CUAUHTEMOC
CONDESA,CUAUHTEMOC
MONRAZ,GUADALAJARA
16 DE SEPTIEMBRE,MIGUEL HIDALGO
LA NOPALERA,TLAHUAC
VALLE REAL 1ER SECTOR,SALTILLO
ARCOS VALLARTA,GUADALAJARA
CAMPESTRE ORIENTE,CANANEA
SANTA ROSA DE JAUREG,QUERETARO
ALCE BLANCO,NAUCALPAN
LOS ALCANFORES,QUERETARO
CAMPO NUMERO 2B,CUAUHTEMOC
TLACOTEPEC,TLACOTEPEC DE BENITO JUAREZ
UNIDAD ROMA,SANTIAGO DE QUERETARO
27 DE SEPTIEMBRE,POZA RICA DE HIDALGO
12 DE DICIEMBRE,URUAPAN
MONTERREY CENTRO,MONTERREY
LAS CUARTILLAS,PUEBLA
SANTA MARIA AZTAHUAC,IZTAPALAPA
GRANADA,MIGUEL HIDALGO
MORELOS,TAMPICO
DR ALFONSO ORTIZ TIR,IZTAPALAPA
OCOTLAN CENTRO,OCOTLAN
AGRICOLA PANTITLAN,IZTACALCO
TALLERES,MONTERREY
EL TIGRE,ZAPOPAN
PUEBLO DE SANTA URSULA COAPA,COYOACAN
TINGUINDIN,TINGUINDIN
CENTRAL DE ABASTO,IZTAPALAPA
APODACA,APODACA
LA PALMA,CUAUTITLAN
MARIA DEL CAMEN,BENITO JUAREZ
ZNA INDIUSTRIAL,GUADALAJARA
SAN JOSE DEL CONSUEL,LEON
SAN ANDRES ATOTO,NAUCALPAN
LA TINAJA,EL LLANO
MIXCOAC,BENITO JUAREZ
POLANCO V SECCION,MIGUEL HIDALGO
SAN JERONIMO,TLALNEPANTLA
ACATZINGO,ACATZINGO
CENTRO,MIGUEL ALEMAN
JARDINES DEL TEPEYAC,ECATEPEC DE MORELOS
REFORMA,NEZAHUALCOYOTL
OBRERA,POZA RICA DE HIDALGO
PRIMER CUADRO,AHOME
NARVARTE,BENITO JUAREZ
SAMBULA,MERIDA
LAZARO CARDENAS,MORELIA
GRANADA,MIGUEL HIDALGO
OBRERA,CHIHUAHUA
LOS ANGELES,CORREGIDORA
VISTA HERMOSA,NUEVO LAREDO
CUAUHTEMOC,XALAPA
VALLE ESCONDIDO,TLALPAN
CERRO DE LA ESTRELLA,IZTAPALAPA
SANTA BARBARA,CUAUTITLAN IZCALLI
LA PAZ,PUEBLA
DEL VALLE CENTRO,BENITO JUAREZ
CENTRO,ZACUALTIPAN DE ANGELES
FRANCISCO I MADERO,CARMEN
LOMAS DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO
COMERCIAL,SAN LUIS RIO COLORADO
PORFIRIO SILVA,JUAREZ
CUARTO SE?ORIO,TLAXCALA
PORTALES,BENITO JUAREZ
VALLE DEL MEZQUITAL,DURANGO
EL POCHOTE,YANGA
MERCADO DE ABASTOS ESTRELLA,SAN NICOLAS DE LOS GARZA
CIUDAD SATELITE,NAUCALPAN DE JUAREZ
KANASIN,KANASIN
ESCANDON I SECC,MIGUEL HIDALGO
TIZAPAN,ALVARO OBREGON
HUATUSCO DE CHICUELLAR CENTRO,HUATUSCO
PARQUE INDUSTRIAL EL,GUADALAJARA
COATZACOALCOS CENTRO,COATZACOALCOS
ESTADIO,SAN LUIS POTOSI
SAN MATEO 2DA SECCION,TEPEJI DEL RIO DE OCAMPO
HEROES DE CHURUBUSCO,IZTAPALAPA
"PARQUE INDUSTRIAL APODACA, N.L",APODACA
MERCADO DE ABASTOS,GUADALAJARA
FRACC PROGRESO,PACHUCA DE SOTO
JUAREZ,CUAUHTEMOC
INDEPENDENCIA,IRAPUATO
MADERO,NUEVO LAREDO
SAN MATEO IXTACALCO,CUAUTITLAN IZCALLI
TLALNEPANTLA CENTRO,TLALNEPANTLA DE BAZ
1RO DE MAYO,CIUDAD MADERO
EMILIANO ZAPATA,CUAUTLA
FRACC LOS LIMONES,APATZINGAN
TECAMACHALCO CENTRO,TECAMACHALCO
16 DE SEPTIEMBRE,MIGUEL HIDALGO
AMPLIACION NAPOLES,BENITO JUAREZ
CARR NACIONAL,ALLENDE
LOS CEDROS 400,LERMA
COL LAZARO GARZA AYALA,SAN PEDRO GARZA GARCIA
PANAMERICANA,CHIHUAHUA
PARQUE INDUSTRIAL CA,MINERAL DE LA REFORMA
ZONA INDUSTRIAL,GUADALAJARA
ARCOS DE GUADALUPE,ZAPOPAN
INDUSTRIAL MEXICANA,SAN LUIS POTOSI
SAN DIONISIO YAUHQUE,YAUHQUEMEHCAN
LAS FINCAS,CIUDAD VALLES
HERMOSILLO CENTRO,HERMOSILLO
FELIX IRETA,MORELIA
PANTITLAN,IZTACALCO
ESPERANZA,ESCARCEGA
JIUTEPEC,JIUTEPEC
LUIS DONALDO COLOSIO,NACOZARI DE GARCIA
CENTRO,NOGALES
INDUSTRIAL ALCE BLANCO,NAUCALPAN
EL SAUCILLO,ABASOLO
SAN LORENZO ALMECATLA,CUAUTLANCINGO
CAPULA,TEPOTZOTLAN
MIRAFLORES,MERIDA
SAN JOSE DEL PUENTE,PUEBLA
DEL VALLE CENTRO,BENITO JUAREZ
COL ANZURES,MIGUEL HIDALGO
AYOTLA CENTRO,IXTAPALUCA
EL TOREO,MAZATLAN
GUADALUPE VICTORIA,METEPEC
LAS FUENTES,PIEDRAS NEGRAS
BUROCRATAS DEL ESTADO,MONTERREY
TEPEJI DE OCAMPO CEN,TEPEJI DEL RIO DE OCAMPO
REFORMA POLITICA,IZTAPALAPA
MOLINO DE AVILA,SALVATIERRA
GARZA CANTU,SAN NICOLAS DE LOS GARZA
CENTRAL DE ABASTOS,TUXTLA GUTIERREZ
BOSQUES DEL ACUEDUCTO,SANTIAGO DE QUERETARO
CENTRO,ZACATLAN
HUERTAS DE LA PROGRE,MEXICALI
DEL VALLE,SAN PEDRO GARZA GARCIA
CASTA?OS CENTRO,CASTA�OS
OBRERA,CHIHUAHUA
PARQUE INDUSTRIAL EL,GUADALAJARA
DEL VALLE CENTRO,BENITO JUAREZ
INDUSTRIAS,SAN LUIS POTOSI
FRACC INDUSTRIAL BALVANERA,CORREGIDORA
JARDINES DEL MORAL,LEON
FERROCARRIL,GUADALAJARA
FRANCISCO SARABIA,TEHUACAN
EXHDA LA MERCED,TORREON
AEROPUERTO,CHIHUAHUA
FRACC EL PARAISO,SAN FRANCISCO DEL RINCON
JUAN MANUEL VALLARTA,ZAPOPAN
CENTRAL DE ABASTOS,IZTAPALAPA
HUINALA,APODACA
VILLA AVILA CAMACHO,XICOTEPEC
ALCE BLANCO,NAUCALPAN
TELEFONISTAS,MONCLOVA
DEL EMPLEADO,TEHUACAN
STA ENGRACIA,SAN PEDRO GARZA GARCIA
LA DURAZNERA,SAN PEDRO TLAQUEPAQUE
VISTA HERMOSA,TUXTLA GUTIERREZ
CAPULINES,SAN LUIS POTOSI
MONTERREY CENTRO,MONTERREY
CITLALLI,IZTAPALAPA
ALAMO INDUSTRIAL,SAN PEDRO TLAQUEPAQUE
OBISPADO,MONTERREY
ARCOS DE LA HDA,CUAUTITLAN IZCALLI
ZNA URBANA RIO TIJUA,TIJUANA
SAN RAFAEL I,PUEBLA
NI?OS HEROES,TOLUCA
UNIDAD GANADERA,AGUASCALIENTES
JARDINES DEL SUR,SAN LUIS POTOSI
POLANCO V SECCION,MIGUEL HIDALGO
SAN BENITO,HERMOSILLO
DEL VALLE,BENITO JUAREZ
MORATILLA,PUEBLA
JUSTO SIERRA,ALTAMIRA
CIUDAD GUADALUPE VIC,GUADALUPE VICTORIA
CENTRO,SALTILLO
GRANJAS ESMERALDA,IZTAPALAPA
FRACC BUGAMBILIAS,OAXACA DE JUAREZ
MORELOS,CARMEN
LA LOMA,TLALNEPANTLA
OCHO DE JULIO 1A SECCION,GUADALAJARA
MAGALLANES,ACAPULCO DE JUAREZ
STA ANA CHIAUTEMPA,CHIAUTEMPAN
OLIVAR DE LOS PADRES,ALVARO OBREGON
SANTA CRUZ CHIGNAHUA,LERMA
ZONA OBLATOS,GUADALAJARA
LA LOMA,TLALNEPANTLA
JARDINES DE LA CRUZ,GUADALAJARA
PALMAS ALTAS,HUIXQUILUCAN
TLALPAN,TLALPAN
HIPODROMO CONDESA,CUAUHTEMOC
CS BLANCA,QUERETARO
SAN JUAN,TULTITLAN
COL NUEVA MINA NORTE,MINATITLAN
PARAISO,TECATE
GARZA CANTU,SAN NICOLAS DE LOS GARZA
CENTRO,XALAPA
RESIDENCIAL LA ESTAN,ZAPOPAN
CIUDAD GUZMAN CENTRO,ZAPOTLAN EL GRANDE
SANTIAGO TEYAHUALCO,TULTEPEC
TORREON CENTRO,TORREON
MIXCOAC,BENITO JUAREZ
CENTRO,TAPACHULA
CENTRO,MONTERREY
LOMAS DE ROSALES,TAMPICO
ATASTA,CENTRO
COL CENTRO,LA PAZ
AMP JUAREZ,HIDALGO DEL PARRAL
MELCHOR OCAMPO,MELCHOR OCAMPO
SAN CARLOS,LEON
AMOZOC DE MOTA,AMOZOC
ALDANA,AZCAPOTZALCO
CENTRO,HUIXTLA
SAN JUAN BOSCO,ATIZAPAN DE ZARAGOZA
EJIDOS DE SN LORENZO,TOLUCA
GONZALEZ ORTEGA,ZACATECAS
SAN MIGUEL,APIZACO
SANTA FE,LA PIEDAD
PARQUE INDUSTRIAL PU,PUEBLA
MERCADO DE ABASTOS,GUADALAJARA
RIO BRAVO 2,RIO BRAVO
NAPOLES,BENITO JUAREZ
LA SALLE,SALTILLO
JARDINES DE SATELITE,NAUCALPAN DE JUAREZ
SANTA MARIA AZTAHUAC,IZTAPALAPA
CAMPESTRE,ALVARO OBREGON
MONTERREY CENTRO,MONTERREY
MISION DEL REAL,HERMOSILLO
CALIXTLAHUACA,TOLUCA
SAN ANTONIO ZOMEYUCAN,NAUCALPAN
VALLE DEL CANADA,GENERAL ESCOBEDO
ZONA INDUSTRIAL,SAN LUIS POTOSI
MORELOS,GUADALAJARA
MORELOS,FRONTERA
GENERAL ANAYA,BENITO JUAREZ
PRIMERO DE MAYO,CHIHUAHUA
GARITA OTAY,TIJUANA
POLITECNICO DON VASCO,URUAPAN
CENTRO EL ROSAL,TACAMBARO
SAN JOSE EL ALTO,LEON
BARRIO LA FAMA,TLALPAN
ZONA INDUSTRIAL,DELICIAS
DEL MAESTRO,MONTERREY
HIDALGO DEL PARRAL CENTRO,HIDALGO DEL PARRAL
TEXCATITLAN,TECAMAC
VILLA SATELITE,HERMOSILLO
VERTIZ NARVARTE,BENITO JUAREZ
PASEOS DE CHURUBUSCO,IZTAPALAPA
LOS ARCOS SUR,GUADALAJARA
LA CALERA,TLAJOMULCO DE ZU�IGA
STA ELENA,IRAPUATO
IXTLAHUACA DE RAYON,IXTLAHUACA
PARAISO,TECATE
SANTA MARIA LA RIBER,CUAUHTEMOC
PLAZA DEL SOL,SANTIAGO DE QUERETARO
INDUSTRIAL,MEXICALI
REFORMA SOCIAL,MIGUEL HIDALGO
MIGUEL ALEMAN,MERIDA
CIUDAD ADOLFO LOPEZ,ATIZAPAN DE ZARAGOZA
VILLAHERMOSA,TAMPICO
LAS VIGAS DE RAMIREZ,LAS VIGAS DE RAMIREZ
CHAPULTEPEC SUR,MORELIA
CENTRO,ENSENADA
CENTRO DE CIUDAD SANTA FE,ALVARO OBREGON
LA ENCANTADA,SALTILLO
PUERTO JUAREZ,BENITO JUAREZ
JOSE LOPEZ PORTILLO,IZTAPALAPA
PARQUE INDUSTRIAL CU,CUAUTITLAN IZCALLI
SAN BARTOLOME,SAN PABLO DEL MONTE
JARDIN BALBUENA,VENUSTIANO CARRANZA
GARITA DE JUAREZ,ACAPULCO DE JUAREZ
CENTRO,CHIHUAHUA
IND VALLEJO,AZCAPOTZALCO
NI�OS HEROES,GENERAL ESCOBEDO
MITRAS CENTRO,MONTERREY
ARMANDO NEYRA CHAVEZ,TOLUCA
LERMA DE VILLADA CEN,LERMA
SAN PEDRO TLACHICHILCO,ACAXOCHITLAN
AEROPUERTO,CHIHUAHUA
ORIZABA CENTRO,ORIZABA
5 DE DICIEMBRE,PUERTO VALLARTA
SANTA ELENA,IRAPUATO
MISION DEL CAMPANARIO,AGUASCALIENTES
SAN MIGUEL,LEON
ITZIMNA,MERIDA
LA MAGDALENA CENTRO,LA MAGDALENA TLALTELULCO
EL TRIUNFO,IZTAPALAPA
INFONAVIT,LA PAZ
LAS AGUILILLAS,TEPATITLAN DE MORELOS
CABORCA CENTRO,CABORCA
MARGARITA MAZA DE JU,ATIZAPAN DE ZARAGOZA
ARGENTINA PONIENTE,MIGUEL HIDALGO
DEL FRESNO 1A SECCION,GUADALAJARA
ACULCO,IZTAPALAPA
LAS ALAMEDAS,NUEVO LAREDO
STA MARIA INSURGENTES,CUAUHTEMOC
CIUDAD SATELITE,NAUCALPAN DE JUAREZ
GRANJAS MEXICO,IZTACALCO
NAPOLES,BENITO JUAREZ
CENTRO,PACHUCA DE SOTO
RESERVA TERRITORIAL ATLIXCAYOT,SAN ANDRES CHOLULA
POLANCO REFORMA,MIGUEL HIDALGO
GUADALAJARA CENTRO,GUADALAJARA
ROMA,CUAUHTEMOC
COSTA DE ORO 1A SECC,BOCA DEL RIO
NUEVA CALIFORNIA,TORREON
OLIVAR DE LOS PADRES,ALVARO OBREGON
LA CASILDA,GUSTAVO A MADERO
FRACC  IND ALCE BLANCO,NAUCALPAN DE JUAREZ
GUADALUPE DEL MORAL,IZTAPALAPA
CHUBURNA DE HIDALGO,MERIDA
LA ARCADIA,TEHUACAN
CENTRO,CUAUTLANCINGO
STA CRUZ TEPEXPAN,JIQUIPILCO
ALVARO OBREGON,SAN MATEO ATENCO
NVO AEROPUERTO,TAMPICO
SANTA FE,ALVARO OBREGON
EL FLORIDO,TIJUANA
IRRIGACION,MIGUEL HIDALGO
TEPETLAPA,TLAXCALA
GRANADA AMPLIACION,MIGUEL HIDALGO
SANTA MARIA INSURGENTES,CUAUHTEMOC
JARDINES DE SAN MATEO,NAUCALPAN
SANTA MARIA CHI,MERIDA
GUADALUPE VICTORIA,CUAUHTEMOC
ARENAS,JUAREZ
LA PUERTA,CERRO AZUL
PARQUE INDUSTRIAL,CAJEME
JAUJA,TONALA
MIRAVAL,CUERNAVACA
VILLA UNION,POANAS
RIO VIEJO 1A SECCION,CENTRO
AZTECA,PUEBLA
PQIND VALLE DE AGU,SAN FRANCISCO DE LOS ROMO
PASO DE MATA,SAN JUAN DEL RIO
VILLA CALIFORNIA,CAJEME
MONTERREY CENTRO,MONTERREY
ALFREDO V BONFIL,BENITO JUAREZ
INDUSTRIAL LA PRESA,TLALNEPANTLA DE BAZ
MIGUEL ALEMAN,SAN NICOLAS DE LOS GARZA
PASEO DEL AGUILA RAN,TECATE
SOMBRERETE CENTRO,SOMBRERETE
SANTA ROSA,LOS CABOS
ZIND,APASEO EL GRANDE
PERIODISTA,BENITO JUAREZ
ROMA SUR,CUAUHTEMOC
SAN BENITO,HERMOSILLO
BENITO JUAREZ,NEZAHUALCOYOTL
LA GLORIA,TIJUANA
JARDINES DE ZAVALETA,PUEBLA
CENTRO,MARAVATIO
SOLIDARIDAD,IZTAPALAPA
DEL VALLE CENTRO,BENITO JUAREZ
ZONA CENTRO,PENJAMO
PARQUE INDUSTRIAL CA,GOMEZ PALACIO
ROMERO DE TERREROS,COYOACAN
ATLAS,GUADALAJARA
RES LONGORIA,NUEVO LAREDO
TACUBAYA,MIGUEL HIDALGO
ZONA INDUSTRIAL Y SECCIONES,GOMEZ PALACIO
COL DEFENSORES DE LA,GUSTAVO A MADERO
STA ROSA,URUAPAN
JAMAICA,VENUSTIANO CARRANZA
GUADALUPE TEPEYAC,GUSTAVO A MADERO
OXTOPULCO,COYOACAN
JARAMILLO,TECOMAN
COLIMA CENTRO,COLIMA
GRANJAS MEXICO,IZTACALCO
CABORCA CENTRO,CABORCA
ZIND,SAN LUIS POTOSI
PRIMER CUADRO,AHOME
ESCANDON I SECCION,MIGUEL HIDALGO
SANTA ELENA,TIJUANA
ZONA CENTRO,AGUASCALIENTES
CHUBURNA DE HIDALGO,MERIDA
EL SIFON,IZTAPALAPA
FRACC IND XHALA,CUAUTITLAN IZCALLI
LOS ANGELES DE NEXTI,ZAPOPAN
ALFREDO V BONFIL,BENITO JUAREZ
CUAUHTEMOC,CUAUHTEMOC
MODERNA,BENITO JUAREZ
CD. INDUSTRIAL DE TORREON,TORREON
ORIZABA CENTRO,ORIZABA
CUARTELES,CHIHUAHUA
NUEVA ANZURES,MIGUEL HIDALGO
ANZURES,MIGUEL HIDALGO
ACATIC,ACATIC
MEXICALTZINGO,GUADALAJARA
SAN JOSE ACULCO,IZTAPALAPA
JARDINES DE MERIDA,MERIDA
TIZAYUCA CENTRO,TIZAYUCA
COMPL IND MARIANO ES,GENERAL ESCOBEDO
CENTRAL DE ABASTOS,PUEBLA
EX HDA PORTALES,TULTITLAN
SAN LORENZO HUIPULCO,TLALPAN
ZONA INDUSTRIAL,GUADALAJARA
DEL VALLE,BENITO JUAREZ
CLAVERIA,AZCAPOTZALCO
JARDINES DE LA CRUZ,GUADALAJARA
ROMA,PIEDRAS NEGRAS
CENTRO,QUERETARO
BOSQUE DE LAS LOMAS,MIGUEL HIDALGO
PROVIDENCIA,AZCAPOTZALCO
SAN ANGEL INN,ALVARO OBREGON
DEL VALLE,BENITO JUAREZ
MODERNA,GUADALAJARA
SAN JAVIER,APODACA
CENTRO,LAZARO CARDENAS
MARIANO ESCOBEDO,TULTITLAN
LOS ALAMOS,TIJUANA
DEL VALLE,BENITO JUAREZ
CENTRO,VILLA GUERRERO
PARQUE SAN ANDRES,COYOACAN
COATZACOALCOS CENTRO,COATZACOALCOS
ALAMOS,BENITO JUAREZ
5 DE MAYO,HUEJUTLA DE REYES
SAN CARLOS,LEON
CENTRO,NAVOLATO
CHAPULTEPEC,CUERNAVACA
SANTA MARIA LA RIBER,CUAUHTEMOC
LA ESTACION,TEQUILA
EL MIRADOR,TLALNEPANTLA
CENTRAL DE ABASTOS,MORELIA
CIVAC,JIUTEPEC
LA ARMONIA,COLIMA
BENITO JUAREZ FOVISS,NUEVO LAREDO
LAZARO CARDENAS,PARAISO
TLAJOMULCO DE ZU�IGA,TLAJOMULCO DE ZU�IGA
MIGUEL HIDALGO 1ERA SECCION,TEAPA
FRACC LOMAS DE MIRAD,MARTINEZ DE LA TORRE
FRACC IND EL PEDREGA,ATIZAPAN DE ZARAGOZA
EL PARAISO,GUADALUPE
VALLE DE LOURDES,SALTILLO
JUAREZ,CUAUHTEMOC
OBREGON,LEON
PETROLERA,TAMPICO
RESIDENCIAL LONGORIA,NUEVO LAREDO
EL MANTE,ZAPOPAN
CARDONAL,ATITALAQUIA
2 DE JUNIO,TAMPICO
SAN PEDRO AHUACATLAN,SAN JUAN DEL RIO
MANANTIAL,TIHUATLAN
EL BARRIO,CULIACAN
DEL VALLE,SAN PEDRO GARZA GARCIA
SAN ANTONIO,AZCAPOTZALCO
AMERICO VILLAREAL,ALTAMIRA
LOS CAJETES,ZAPOPAN
CENTRO,SALTILLO
AMPL CD INDUSTRIAL,UMAN
DOCTORES,CUAUHTEMOC
PARQUE IND. KALOS  DEL PTE,SANTA CATARINA
SANTA MARIA NATIVITA,CHIMALHUACAN
LAGUNA DE LA PUERTA,ALTAMIRA
PRI I,CUAUHTEMOC
VALLE DE TEPEPAN,TLALPAN
SAN JOSE JAJALPA,ECATEPEC DE MORELOS
DEL VALLE,BENITO JUAREZ
MONTERREY CENTRO,MONTERREY
SAUCITO,CHIHUAHUA
LAS FLORES,CELAYA
LOS PINOS,RIO BLANCO
MACARIO J GOMEZ,AGUASCALIENTES
GUADALUPE,DURANGO
LA CA?ADA,ATOTONILCO DE TULA
CERRO DE LA ESTRELLA,IZTAPALAPA
SANTA MARIA,CHICONCUAC
INDUSTRIAL,MONTERREY
SECTOR POPULAR,IZTAPALAPA
ESFUERZO NACIONAL,ECATEPEC DE MORELOS
CUAUHTEMOC,SAN NICOLAS DE LOS GARZA
PRADO VALLEJO,TLALNEPANTLA
SAN ANGEL,BENITO JUAREZ
CREDITO CONSTRUCTOR,BENITO JUAREZ
SAN LORENZO TLALTENANGO,MIGUEL HIDALGO
CHAPALA CENTRO,CHAPALA
RURAL W,SOLEDAD DE GRACIANO SANCHEZ
LA LUZ,LEON
NUEVO LAREDO CENTRO,NUEVO LAREDO
ISSSTE,SAYULA
